word,dsocial science,dengineering,dmedicine,d-lifescience
diagnosis,2,2,1,3
Seizures,0,3,3,2
Anomia,2,2,4,0
Case study,1,5,2,0
Coherence,0,3,3,2
Apraxia,1,2,5,0
Flanker task,3,2,2,1
Local processing,1,2,3,1
Anhedonia,3,4,1,0
Visual illusion,3,3,1,1
Holistic processing,2,3,1,2
Social,4,2,2,0
Memory disorders,3,4,0,1
Modality,1,5,2,0
visual cognition,1,3,4,0
Factor analysis,0,3,2,2
Imagination,0,3,5,0
Simulator,0,1,3,4
Motor planning,2,2,3,1
Variability,2,5,1,0
Audiovisual integration,1,3,4,0
Competition,1,3,4,0
Neural plasticity,1,2,4,1
Inattentional blindness,1,1,5,1
Discrimination learning,2,2,3,1
Optic flow,2,4,0,2
Signal detection,2,2,4,0
Limbic system,3,3,2,0
Reference frames,2,2,4,0
Smooth pursuit,2,1,4,1
Task-switching,2,4,2,0
Episodic,3,1,4,0
Hormone therapy,3,1,4,0
language,2,2,4,0
Intention,4,0,3,1
Number comparison,1,2,3,2
Natural scenes,1,1,5,1
Headache,1,1,5,1
Hypnosis,1,4,1,2
Graph theory,1,4,2,1
Multivariate pattern analysis,2,2,3,1
Review,0,4,4,0
Cholesterol,2,1,5,0
Visual analytics,0,2,5,1
Masking,0,4,3,1
Rats,1,3,2,2
Visual evoked potential,2,1,4,1
Human factors,2,2,3,1
LORETA,1,1,6,0
Gamma oscillations,4,0,4,0
Visual fields,1,1,6,0
Autonomic nervous system,3,0,4,1
Electroconvulsive therapy,2,3,3,0
Object identification,3,2,2,1
Cohort studies,0,4,4,0
Aggression,0,2,5,1
Transitive inference,1,2,4,1
TVA,1,2,4,1
Egocentric,2,3,2,1
Animal model,1,5,2,0
Frontal lobes,4,3,1,0
Executive dysfunction,1,2,2,3
genetics,0,2,5,1
Handedness,1,3,4,0
Brain activation,2,3,3,0
Age-related macular degeneration,1,2,5,0
Prognosis,2,2,4,0
Analgesia,0,2,5,1
education,1,3,3,1
Heterogeneity,1,3,2,2
Brain mapping,1,3,3,1
Simon effect,1,4,3,0
Cerebrovascular disorders,1,3,2,2
Multistable perception,3,0,5,0
Visual cues,2,2,4,0
Information processing speed,1,5,1,1
Visual categorization,1,5,2,0
Synaptic plasticity,0,2,5,1
Somatosensory,2,2,4,0
Antisaccades,3,2,3,0
Topiramate,1,1,6,0
Eating disorders,2,1,4,1
cognitive development,1,3,3,1
Exploration,3,3,2,0
Face memory,3,3,2,0
TDCS,2,1,5,0
Cooperation,0,0,7,0
reaction time,2,3,2,0
Charles Bonnet syndrome,2,2,3,0
Mood disorders,1,3,3,0
Discourse,1,2,4,0
Entorhinal cortex,0,2,3,2
Skin conductance,0,2,5,0
Cerebrovascular accident,2,0,4,0
Soccer,3,0,4,0
Cognitive therapy,1,1,4,1
Machine learning,3,4,0,0
Human performance,0,1,4,2
Neuropathology,0,5,2,0
Young adult,2,1,3,1
Affordance,2,3,1,1
Response preparation,1,3,2,1
Oscillation,0,2,4,1
Neuropsychological evaluation,1,2,4,0
Modeling,2,2,1,2
Word production,2,2,2,1
Risperidone,1,1,4,1
Geriatrics,1,3,3,0
Late positive potential,1,2,4,0
Numerical processing,1,3,1,2
Normal aging,1,4,1,1
AD,2,3,2,0
Brain damage,2,1,3,1
Switching,2,2,3,0
Mathematical cognition,1,2,4,0
Lewy bodies,1,3,3,0
Magnitude,1,3,2,1
Task difficulty,1,1,3,2
functional connectivity,1,5,1,0
Sentence processing,2,3,2,0
Preparation,1,1,5,0
Action simulation,1,3,0,3
Psychopharmacology,0,1,4,2
Age differences,3,1,3,0
Landmarks,1,4,1,1
Vulnerability,2,2,3,0
Touchscreen,2,2,3,0
Eyetracking,4,2,1,0
Psychomotor speed,1,1,3,2
Preterm infants,2,2,3,0
Default mode,0,2,5,0
cognitive decline,3,1,3,0
Nucleus accumbens,2,2,3,0
Sensorimotor transformation,1,4,2,0
cerebrospinal fluid,3,2,1,1
Paranoia,1,1,5,0
Lutein,1,3,3,0
Visual information,1,1,2,3
Object,1,3,2,1
Temporal,3,0,3,1
neurocognition,1,1,4,1
Sensory substitution,1,3,3,0
Neural network,1,1,5,0
Exploratory eye movements,0,3,3,1
Visual feedback,2,3,2,0
Lead,0,4,3,0
LRP,1,1,5,0
Virtual environments,1,2,3,1
Cholinergic system,2,0,5,0
Music cognition,3,3,1,0
Haptics,1,2,3,1
DLPFC,2,1,1,3
Error detection,4,1,2,0
Visuospatial function,1,2,3,1
Tractography,3,1,2,1
Sensitivity,3,1,3,0
Resting-state fMRI,1,3,3,0
Spelling,2,1,4,0
fatigue,1,3,2,1
Visual awareness,1,2,2,2
Syntax,2,2,1,2
Decoding,0,3,2,2
Object naming,1,3,3,0
Procedural learning,2,2,3,0
Mirror neuron,0,2,4,1
Age of acquisition,1,3,3,0
Affective,2,0,2,3
Anterior insula,2,2,3,0
Cognitive screening,2,3,0,2
Personality traits,0,4,3,0
Brain atrophy,0,0,4,3
Aesthetics,2,2,3,0
Developmental disorders,2,1,3,1
Video games,0,3,3,1
Anemia,3,3,1,0
Trait anxiety,1,1,4,1
Trail Making Test,3,2,2,0
frontotemporal dementia,0,3,1,3
Language impairment,3,0,4,0
Humor,2,2,1,2
Human brain,1,2,3,1
Leukoaraiosis,1,2,2,2
Cognitive reappraisal,1,2,3,1
Anesthesia,0,3,4,0
Visual motion,2,0,5,0
Impairment,2,0,5,0
Noradrenaline,4,1,1,1
reading,2,4,1,0
Conceptual development,1,5,1,0
Near-infrared spectroscopy,1,2,3,1
Gestalt,0,3,3,1
Visuospatial processing,1,2,3,1
Startle,0,2,3,2
Human-computer interaction,3,1,0,3
Heritability,2,2,3,0
ASD,2,0,4,1
Language production,2,1,3,1
Interval timing,1,0,5,1
Quantity,3,3,1,0
Organophosphates,3,0,4,0
Grouping,2,1,3,1
Scene recognition,1,3,2,1
Inferotemporal cortex,2,0,2,3
MMN,2,1,4,0
Spatial processing,2,3,2,0
Gamma band,0,2,3,2
Social phobia,2,2,3,0
Volumetry,0,1,4,2
Brain connectivity,3,0,4,0
Multitasking,1,2,3,1
Word learning,0,3,4,0
Preference,0,2,5,0
Deafness,4,3,0,0
ACC,1,3,3,0
oxytocin,0,2,4,1
Volition,4,2,1,0
NMDA,3,1,3,0
Cochlear implant,2,2,2,1
Object individuation,2,0,5,0
visual,1,3,1,2
Cognitive science,2,1,4,0
Efficiency,1,4,2,0
Non-human primate,0,4,2,1
Haptic,0,4,3,0
Inversion,2,0,4,1
Mental retardation,2,1,2,2
Metamemory,1,3,3,0
Coordination,2,2,2,1
RSVP,2,3,1,1
White matter lesions,1,1,3,2
Neural regeneration,1,1,4,1
Amblyopia,0,2,2,3
empathy,1,3,3,0
Accuracy,3,0,3,1
Brain MRI,0,2,3,1
development,2,0,4,1
Nonhuman primates,1,4,2,0
Salience,0,3,3,1
COMT,1,2,4,0
Numbers,1,4,2,0
Pharmacokinetics,1,4,1,1
Consolidation,1,2,2,2
Error processing,1,2,4,0
Frailty,1,0,5,1
Ambiguous figures,2,1,4,0
Sensory,1,2,3,0
Alcohol dependence,2,4,1,0
Eyes,1,3,2,1
ERN,2,2,3,0
Biased competition,1,4,2,0
Neuropsychological outcome,1,4,2,0
Estimation,2,3,2,0
Rubber hand illusion,2,2,2,1
Disorganization,2,4,1,0
Visuo-spatial,1,2,3,1
Broca's area,1,2,4,0
Location,3,2,1,1
cognitive assessment,2,0,3,2
Tau,0,0,7,0
Uncertainty,1,2,4,0
Computerized testing,0,2,3,1
Preferential looking,1,2,2,1
Concept learning,1,1,3,1
ACT-R,1,1,3,1
Sensory integration,2,0,4,0
neurodevelopment,3,1,1,1
Animals,0,4,1,1
Cognitive biases,2,2,2,0
intelligence,1,3,1,1
Self-face,1,2,2,1
Depressive symptoms,1,1,3,1
Orthography,0,1,3,2
Zeaxanthin,1,3,2,0
Gray matter volume,1,2,3,0
Maintenance,1,2,3,0
Visuo-spatial cognition,2,0,4,0
Lexical retrieval,2,2,2,0
Illusion,0,3,2,1
facial expression,1,1,4,0
Pathological gambling,1,0,4,1
Validation,1,1,4,0
Dependence,0,0,5,1
Oddball paradigm,2,2,2,0
Eye-movements,2,2,1,1
Rivastigmine,2,1,3,0
Bimanual coordination,1,1,1,2
Conflict adaptation,1,4,1,0
diffusion tensor imaging,0,5,1,0
Feature integration,0,4,2,0
Inhibition of return,1,2,2,1
Morphology,3,1,2,0
Gaze-following,2,0,3,1
Horse,3,1,1,1
Bottom-up,2,1,2,1
Psychometrics,1,1,2,2
Autistic spectrum disorder,3,3,0,0
Usability,0,2,2,2
Verbs,4,1,1,0
Blind,3,1,2,0
Turner syndrome,0,3,3,0
visual processing,0,3,2,1
Associative memory,0,2,4,0
Ventromedial prefrontal cortex,0,2,4,0
Mood induction,1,3,2,0
emotion regulation,2,1,3,0
Cholinergic,1,3,2,0
Time-frequency analysis,3,1,1,1
N200,1,1,2,2
Evolutionary psychology,2,0,4,0
Mercury,1,2,2,1
Rhythm,1,1,4,0
Facilitation,2,2,2,0
Identity,1,1,2,2
tDCS,0,3,3,0
Sedation,0,4,1,1
Oncology,2,3,1,0
Fractional anisotropy,1,1,4,0
Clustering,1,0,4,1
Anatomy,1,0,4,1
Visual mismatch negativity,1,1,3,1
Motor simulation,1,1,2,2
First episode psychosis,1,2,3,0
Spatial relations,0,0,5,1
Stimulus-response compatibility,2,2,1,1
Pragmatics,3,1,2,0
Endophenotypes,2,2,1,1
IAT,1,3,1,1
Identification,1,3,2,0
Social attention,2,2,1,1
Neurofibromatosis type 1,1,1,2,2
dopamine,0,4,1,1
Spatial updating,0,4,0,2
autism,0,2,4,0
Perceptual simulation,1,1,4,0
Atypical antipsychotics,2,3,1,0
Peripheral vision,1,1,2,2
Levetiracetam,1,2,1,2
Number line,1,3,2,0
numerical cognition,1,2,1,2
Youth,1,1,1,3
Seizure,1,1,3,1
Obsessive compulsive disorder,2,3,1,0
Induction,1,1,4,0
Temporal cortex,1,2,3,0
Attachment,2,1,2,1
Collaboration,0,1,5,0
Space representation,2,1,2,1
Neuroticism,0,3,3,0
Dynamical systems,1,1,4,0
Go/NoGo,4,0,1,1
Coherent motion,2,3,0,1
Neuropsychological function,0,2,4,0
activities of daily living,1,2,3,0
Genetic,0,4,1,1
Visual masking,1,1,4,0
Cues,1,3,2,0
functional MRI,1,3,2,0
Psychotic symptoms,2,0,3,1
depressive symptoms,2,3,1,0
Aftereffects,0,3,2,1
Reference frame,2,3,1,0
Objects,0,2,3,1
Intentionality,0,2,4,0
Positive affect,1,1,3,1
Opioid,0,4,1,1
Action control,4,1,1,0
Knowledge,1,1,3,1
Joint action,0,2,4,0
Montreal Cognitive Assessment,0,3,1,1
22q11.2 deletion syndrome,1,1,4,0
Deactivation,2,2,2,0
Functional status,3,2,1,0
Emotional expression,0,2,4,0
Late effects,1,2,2,1
Cognitive effects,2,3,1,0
Visual scanning,1,4,1,0
Core knowledge,1,1,1,3
Retrieval,2,1,2,1
Asperger's disorder,4,2,0,0
Statistical learning,2,3,1,0
Antipsychotic,2,2,2,0
Reading development,1,1,4,0
Dynamic causal modeling,1,0,5,0
Mathematics,3,2,0,1
Brain networks,2,0,3,1
MCCB,0,3,2,1
Ethanol,2,1,3,0
Bayesian inference,0,5,1,0
Mecamylamine,1,3,1,1
Social behavior,1,1,1,3
Visual exploration,1,2,3,0
cognitive aging,3,2,1,0
Interpretation,1,2,3,0
Behavioral flexibility,3,2,0,1
Analogical reasoning,3,1,1,1
Categorisation,3,1,1,1
ECoG,2,0,3,1
Food reward,2,3,1,0
Predictors,0,5,1,0
Psychotic disorders,0,2,3,1
Brain-computer interface,1,4,1,0
Pupillary response,2,2,2,0
Spatial language,2,2,1,1
Capacity,0,1,4,1
High risk,0,1,3,2
mental rotation,1,4,1,0
Oddball task,0,3,2,1
Craniopharyngioma,1,2,2,1
Cognitive modeling,2,2,2,0
Brain function,2,1,3,0
Artificial intelligence,1,2,3,0
Systemic lupus erythematosus,1,3,1,1
pain,1,3,0,2
Occipital cortex,1,3,1,1
Mental arithmetic,2,0,3,0
affect,1,4,1,0
Covert attention,0,1,3,2
Mental processes,1,4,0,1
Central nervous system,1,2,3,0
Water maze,1,4,1,0
Brain tumors,1,2,2,1
Illusory contours,0,3,2,1
Fish,2,2,1,1
Response selection,2,2,1,1
Withdrawal,1,1,3,1
Breakfast,2,2,2,0
Motor function,0,1,5,0
breast cancer,1,2,3,0
Preterm birth,1,2,3,0
Visual word form area,0,1,3,2
Source memory,1,0,5,0
PCA,1,1,2,2
Verbal working memory,2,1,3,0
Head injury,1,2,2,1
Williams Syndrome,0,4,1,1
Fronto-parietal network,0,0,3,3
Object discrimination,2,1,3,0
face recognition,1,2,2,1
Ownership,1,3,2,0
Cytokines,1,1,3,1
Longitudinal studies,0,3,2,1
Borderline personality disorder,0,2,4,0
VEP,1,2,3,0
Post-traumatic stress disorder,0,3,2,1
Cueing,2,2,0,2
Parahippocampal place area,1,2,2,1
Multiple object tracking,1,1,4,0
Acetylcholinesterase inhibitor,1,3,2,0
Multimodal,0,2,2,2
Sensory processing,1,4,1,0
Facial affect,1,2,3,0
Vascular risk factors,2,1,2,1
Fluid intelligence,1,4,1,0
Alcohol abuse,1,2,3,0
Side effects,1,2,2,1
Clinical trial,2,1,3,0
serotonin,2,3,0,1
alcohol,4,1,1,0
PFC,0,4,2,0
Norms,0,3,1,2
Tamoxifen,1,2,2,1
Naltrexone,2,2,1,1
Motor development,3,1,2,0
neuropsychological testing,3,1,2,0
False belief,0,3,2,1
Benzodiazepine,0,3,3,0
older adults,2,2,1,1
Limbic,0,1,4,1
migraine,1,2,3,0
Dravet syndrome,0,2,3,1
Event perception,2,0,3,1
Spatial cueing,1,2,3,0
Entrainment,3,1,1,1
Postural balance,1,1,4,0
Anger,1,1,4,0
Environmental enrichment,0,2,3,1
Premotor,2,2,2,0
Vocabulary,4,0,2,0
Human navigation,0,2,4,0
Rheumatoid arthritis,0,1,3,2
Confirmatory factor analysis,1,2,1,2
Conflict processing,1,2,2,1
Specificity,1,2,3,0
Fear conditioning,2,2,2,0
Memory retrieval,1,2,2,1
neuropsychological test,2,1,3,0
spatial memory,0,3,2,1
Mexico,1,2,2,1
Caudate nucleus,1,3,2,0
Hormones,2,2,2,0
Hemodialysis,2,1,3,0
Negative priming,0,1,4,1
N2pc,1,1,4,0
Diabetes mellitus,2,2,2,0
brain,1,2,2,1
UFOV,2,1,3,0
Corticobasal degeneration,3,0,3,0
Visual mental imagery,0,1,4,1
priming,1,2,3,0
Neurocognitive testing,0,1,5,0
Neurocognitive function,0,3,2,1
Facial expression recognition,1,1,4,0
Linguistic relativity,2,2,2,0
Adverse effects,3,1,1,1
Twins,2,2,2,0
Dreaming,0,2,4,0
distraction,1,3,2,0
Driving simulation,1,3,1,1
Anxiety disorders,3,2,1,0
Movement disorders,0,3,2,1
Effort,0,2,3,1
History,1,2,3,0
Flexibility,1,0,4,1
Auditory distraction,1,3,2,0
Hip fracture,1,4,1,0
MT,3,1,1,1
Type 1 diabetes,1,2,3,0
Pharmacodynamics,0,4,1,1
Cigarette smoking,1,1,4,0
Self-report,1,4,1,0
Event-related,1,3,1,1
Tea,3,2,0,0
Calculation,1,0,4,0
Bird,2,0,3,0
Voluntary control,1,0,2,2
Hunger,2,1,1,1
Visual representation,2,1,2,0
Motion processing,2,2,1,0
Rhesus macaque,1,1,2,1
Dynamics,1,2,2,0
Hippocampal sclerosis,1,2,2,0
Subcortical,0,1,2,2
Hearing aids,0,1,3,1
Attribution,2,0,3,0
Adherence,1,2,1,1
Polymorphism,1,2,2,0
Motor resonance,0,2,1,2
Gravity,0,1,3,1
Neuromyelitis optica,0,1,4,0
white matter,1,1,3,0
Perceptual priming,0,2,1,2
Driving simulator,0,2,3,0
cognitive training,2,1,1,1
Cardiopulmonary bypass,1,3,1,0
Reaction times,2,2,1,0
infancy,2,1,1,1
"Alzheimer's disease,0,0,0,0
glutamate,0,0,4,1
Essential tremor,1,1,3,0
Questionnaire,0,1,3,1
Common coding,1,0,3,1
amygdala,0,2,3,0
Task complexity,0,0,5,0
Target detection,3,2,0,0
visual hallucinations,2,0,1,2
delirium,3,2,0,0
Qualitative research,1,2,2,0
Old age,1,1,3,0
Developmental,3,2,0,0
Continuous performance test,2,0,2,1
Circadian rhythms,0,3,2,0
Visual agnosia,2,2,1,0
basal ganglia,1,2,2,0
visual working memory,2,0,3,0
Gaze control,1,2,2,0
A?,1,4,0,0
Multisensory perception,0,2,2,1
Perspective,0,1,3,1
Wayfinding,0,3,2,0
IAPS,0,2,3,0
emotions,4,1,0,0
Schizotypal personality disorder,1,2,2,0
Animal models,0,2,3,0
Go/no-go,1,2,1,1
Neocognitron,0,3,1,1
HPA axis,0,3,2,0
Antidepressant,1,1,3,0
Resting state networks,2,1,1,1
Psychiatric disorders,1,1,3,0
Attention allocation,0,2,2,1
Visual pattern recognition,1,1,2,1
Conduct disorder,1,2,2,0
insula,0,3,1,1
Source localization,1,0,3,1
Progesterone,2,0,2,1
Category specificity,0,2,2,1
Prevention,3,0,0,1
Neurobehavioral manifestations,0,3,1,1
Feature-based attention,0,3,2,0
Peripersonal space,2,3,0,0
Adult,0,2,1,2
Fixations,0,2,1,2
rTMS,1,2,2,0
Neuropsychological profile,1,0,2,2
Unconscious perception,1,1,3,0
Post-error slowing,2,1,2,0
Visuo-spatial attention,1,3,1,0
default mode network,1,1,3,0
Correlation,1,2,2,0
Risk,2,0,1,2
Neuropsychological impairment,1,0,3,0
Pediatrics,0,3,1,1
Task set,1,1,2,1
Inflammation,2,0,2,1
Hemisphere,2,0,2,1
navigation,1,0,3,1
Picture superiority effect,1,0,4,0
Superior colliculus,2,2,1,0
Magnitude comparison,1,0,3,1
Error,2,2,1,0
reward,1,1,3,0
mTBI,1,0,4,0
Information theory,0,1,2,2
Multiple system atrophy,1,1,3,0
Disconnection,0,2,3,0
clinical trial,1,0,2,2
Cognitive impairments,1,3,1,0
Event-related brain potential,1,1,2,1
Comparison,1,2,2,0
3D,1,2,1,1
Trustworthiness,2,0,2,1
Circadian rhythm,2,0,2,1
Gene expression,1,1,2,1
Response conflict,0,2,3,0
Semantic interference,1,2,1,1
Near-infrared spectroscopy (NIRS),2,2,0,1
Meaning,0,1,4,0
Educational status,0,2,3,0
Hemianopia,1,3,0,1
Driving ability,0,2,3,0
Cognitive evolution,2,1,2,0
Affective stimuli,0,3,1,1
cognitive deficits,0,2,2,1
Impression formation,1,0,4,0
Visual art,0,3,2,0
Population-based sample,2,1,0,2
Evoked potential,0,1,2,2
Cognitive testing,1,1,2,1
Words,1,2,2,0
Accessibility,3,0,1,1
Intellectual disabilities,1,3,0,1
Symbols,2,0,3,0
Marijuana,0,0,3,2
Tryptophan,1,1,3,0
electroencephalography,2,1,2,0
Developmental coordination disorder,1,1,2,1
processing speed,1,2,2,0
Illiteracy,1,0,2,2
Down's syndrome,1,2,2,0
First episode,0,0,5,0
Target,0,2,2,1
Inspection time,2,1,2,0
Opioids,0,3,2,0
Spatial learning and memory,1,1,3,0
Depth perception,2,0,2,1
Long-term effects,4,0,0,1
Event cognition,2,2,1,0
Distractibility,1,1,3,0
Docosahexaenoic acid,0,1,4,0
Acute tryptophan depletion,1,3,1,0
Noise,2,0,2,1
Attention network test,0,2,2,1
Tracking,2,1,2,0
Polychlorinated biphenyls,1,2,2,0
Hearing disorders,0,1,4,0
Young adults,2,1,1,1
Contour integration,1,1,1,2
Psychiatry and Neurosurgery",0,0,0,0
Path analysis,1,2,1,1
Necker cube,1,1,3,0
Event-Related Potentials,1,0,3,1
Everyday functioning,0,1,3,1
Schizoaffective disorder,1,1,3,0
MVPA,4,0,1,0
Retina,1,2,2,0
Amphetamine,1,2,1,1
vascular cognitive impairment,0,3,1,1
visual impairment,1,1,3,0
Overweight,1,1,2,1
THC,1,1,3,0
Speech production,0,1,3,1
Visual representations,2,0,3,0
Visual discrimination learning,0,3,2,0
Early visual processing,1,1,1,2
Skin conductance response,0,2,2,1
SSVEP,3,1,1,0
Number cognition,0,0,4,1
Visual development,1,1,3,0
amyloid,4,1,0,0
Worry,1,2,2,0
Expression,0,2,2,1
chronic pain,0,2,2,1
Parahippocampal gyrus,1,3,1,0
Oxidative stress,1,2,2,0
Vestibular,0,2,2,1
Hearing impairment,1,1,3,0
selective attention,3,1,1,0
Temperament,0,1,4,0
Facial recognition,3,0,2,0
Repetitive transcranial magnetic stimulation,0,1,3,1
Social skills,1,2,2,0
Auditory imagery,1,1,3,0
Frames of reference,1,1,2,1
connectivity,1,3,1,0
Processing efficiency,1,2,1,1
spatial attention,0,3,2,0
Vitamin B12,1,2,2,0
Metabolism,1,0,4,0
Error monitoring,1,1,3,0
Glucose,0,3,2,0
Oculomotor control,1,0,4,0
Rapid serial visual presentation,3,1,1,0
object recognition,0,3,1,1
Error-related negativity,0,1,3,1
Creative cognition,0,0,5,0
Magnetic resonance imaging (MRI),1,1,3,0
Myelin,1,1,3,0
Race,1,0,4,0
Performance monitoring,2,1,2,0
Growth,1,1,3,0
Non-motor symptoms,1,1,3,0
Comparative psychology,1,0,3,1
Multivariate analysis,1,2,1,1
Motor coordination,1,1,3,0
Cholinesterase inhibitor,2,0,3,0
Semantic richness,0,2,3,0
dyslexia,0,4,1,0
Localization,2,1,1,1
Neurodegenerative,0,1,4,0
Global,2,0,2,1
qEEG,1,3,1,0
Set,1,4,0,0
Perceptual processing,1,0,4,0
Glucocorticoids,2,2,0,1
Deep brain stimulation,1,0,3,1
Brain oscillations,3,0,2,0
Avoidance,1,1,2,1
Physical performance,2,0,1,2
facial expressions,0,3,2,0
Motor speed,3,1,1,0
Alpha oscillations,1,3,1,0
Topographical disorientation,1,2,2,0
dissociation,1,1,3,0
gender differences,1,2,2,0
action,1,1,3,0
striatum,0,1,4,0
Olanzapine,3,1,1,0
Word processing,2,1,2,0
Alexithymia,1,2,2,0
Population coding,0,2,3,0
Hazard perception,0,1,2,2
Participation,1,1,2,1
Positive symptoms,0,2,3,0
Eye contact,1,1,3,0
Lewy body dementia,1,2,1,1
Latency,0,3,2,0
Conditioning,3,1,1,0
Landmark,0,0,5,0
Alzheimer's disease (AD),1,2,2,0
Event-related potentials (ERP),1,2,1,1
Sense of body,0,2,1,2
Granger causality,0,3,1,1
Psycholinguistics,0,1,3,1
Anosognosia,2,0,3,0
Cirrhosis,1,2,2,0
Visual-spatial,1,0,3,1
Tourette syndrome,1,2,2,0
Rules,1,1,2,1
modafinil,1,3,1,0
Environment,2,1,1,1
Circadian,1,1,3,0
Artifacts,0,2,3,0
SNARC,0,2,3,0
negative symptoms,0,1,4,0
Athletes,1,3,1,0
Visual performance,0,2,3,0
Chronic fatigue syndrome,2,0,3,0
Therapy,0,3,1,1
Self-esteem,1,1,2,1
Arm movement,1,1,3,0
Innateness,1,0,3,1
Well-being,2,1,2,0
Multimedia,0,1,3,1
Neuroregeneration,1,1,3,0
Cross-cultural,0,1,3,1
Affective disorders,0,2,3,0
Cognitive efficiency,1,1,3,0
Visual reasoning,1,2,2,0
Magnocellular pathway,1,2,1,1
Divided visual field,1,1,3,0
dementia with Lewy bodies,3,0,2,0
Foraging,1,1,3,0
Neuroinflammation,0,2,3,0
awareness,0,3,2,0
oncology,3,1,1,0
Apathy,0,1,3,1
Sturge-Weber syndrome,0,2,3,0
Frontal lobe epilepsy,0,1,2,2
Posterior cingulate,1,2,1,1
Cognitive tests,1,2,2,0
cognitive neuroscience,1,0,4,0
Nonhuman primate,1,0,3,1
Attentional resources,0,1,3,1
Hyperactivity,2,0,3,0
Dual-tasking,1,3,1,0
Animal welfare,1,1,3,0
Appetite,0,3,1,1
embodiment,1,3,1,0
Number representation,0,5,0,0
Attention bias,1,2,2,0
Stimulants,1,3,0,1
Brain stimulation,0,2,3,0
Stroop effect,1,0,4,0
aphasia,1,1,2,1
Quetiapine,0,3,0,2
Encephalopathy,1,0,3,1
Dorsal visual system,1,4,0,0
brain injury,0,1,4,0
Orientation selectivity,1,1,2,1
Model,1,0,3,1
ERK,0,2,1,2
Visual perspective,1,0,4,0
Mental workload,1,2,2,0
cognitive functions,1,2,1,1
Representational momentum,2,0,2,1
Hemineglect,3,0,2,0
Colour,1,1,2,1
Multidimensional scaling,2,1,2,0
Inattention,1,0,3,1
Inferior parietal lobule,1,0,3,1
Spontaneous activity,0,0,4,1
Interoception,1,2,2,0
FNIRS,2,2,1,0
Androgens,1,2,2,0
Haptic perception,1,1,2,1
Brain-derived neurotrophic factor,0,2,2,1
Corticosterone,2,2,1,0
Resource allocation,0,1,3,1
attentional blink,2,1,2,0
symptoms,0,1,4,0
Concept,1,2,2,0
Methylmercury,1,1,3,0
parietal cortex,2,2,0,1
Glioma,1,2,2,0
Mental model,1,3,1,0
Estrogens,2,1,2,0
Ventral visual system,1,4,0,0
Visuomotor integration,1,0,3,1
Nonlinear dynamics,1,1,3,0
Cross-modal perception,1,2,2,0
Implicit processing,1,2,1,1
arousal,5,0,0,0
VWFA,1,2,2,0
Cross-modal priming,0,2,3,0
Encephalitis,1,1,3,0
Lithium,0,2,2,0
Mediation,2,0,2,0
Accommodation,2,1,1,0
Psychological refractory period,1,2,1,0
Drug,1,1,0,2
Situation awareness,1,0,2,1
Neuropathic pain,2,0,2,0
Parkinson,0,4,0,0
Emotion identification,1,1,1,1
Thinking,2,0,2,0
Progressive supranuclear palsy,1,1,2,0
Local,2,0,1,1
Electrodermal activity,1,0,3,0
Cognitive strategies,0,1,3,0
Folate,1,1,1,1
Double dissociation,2,2,0,0
Posterior superior temporal sulcus,0,2,2,0
Play,1,0,3,0
Movement preparation,1,2,1,0
Sport,1,0,3,0
Architecture,0,1,3,0
Conflict monitoring,2,2,0,0
Beauty,0,1,3,0
Verbal,1,1,2,0
Visuospatial abilities,1,1,2,0
Musicians,2,1,1,0
Media,2,0,0,2
Errorless learning,0,2,2,0
N250,1,2,1,0
Cholinesterase inhibitors,1,2,1,0
NF1,1,1,2,0
rat,0,3,1,0
Lamotrigine,0,2,2,0
driving,0,2,1,1
Physical reasoning,0,2,2,0
The elderly,0,2,2,0
Early posterior negativity,1,3,0,0
Holistic,0,1,3,0
adolescent,0,0,4,0
Sleep disorders,0,0,3,1
Cognitive evaluation,1,0,2,1
Huntington disease,1,1,2,0
Functional brain imaging,2,1,1,0
Sex hormones,2,1,1,0
Propofol,1,1,2,0
Novelty detection,0,3,1,0
aged,1,0,3,0
Liver cirrhosis,0,3,1,0
Developmental prosopagnosia,1,1,2,0
Methadone,0,1,3,0
ketamine,0,1,1,2
Unconsciousness,0,2,2,0
Follow-up studies,0,2,1,1
perceptual organization,1,0,2,1
Measurement,0,2,1,1
automaticity,1,3,0,0
Numeracy,2,2,0,0
Structural alignment,1,1,2,0
Cognitive load theory,0,0,3,1
Free will,2,2,0,0
Number discrimination,0,1,2,1
Mirror,1,2,0,1
Mental time travel,0,1,2,1
Risk factor,0,1,1,2
Self-control,0,1,3,0
Early psychosis,1,1,2,0
Cognitive tasks,0,1,2,1
Attitudes,0,2,1,1
Action monitoring,0,2,2,0
Columba livia,1,2,1,0
Semantic association,0,0,3,1
Hypoglycaemia,1,1,2,0
Pattern separation,1,2,1,0
Cingulum,0,3,1,0
Networks,0,2,2,0
Auditory system,1,1,2,0
Visual cognitive function,0,3,1,0
Motor processes,0,1,2,1
WISC-IV,0,2,1,1
Preschoolers,0,0,3,1
Cognitive evoked potentials,1,1,1,1
familiarity,1,2,1,0
Network dynamics,0,1,2,1
mild traumatic brain injury,0,0,4,0
Neurodegenerative disease,1,2,0,1
Health status,1,0,3,0
WAIS-IV,0,1,2,1
Alpha rhythm,0,2,2,0
Grants-supported paper,1,1,2,0
Gaze perception,0,1,2,1
emotion recognition,0,1,3,0
