Old Title,Abstract ,,,,,,,,,,,,Title
Frontiers in Human Neuroscience,Grasping; Haptic feedback; Pantomime grasps; Visual feedback; Visual form agnosia,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Physiology and Behavior,MK801; Scopolamine; Spatial search task; Strain comparison; Touchscreen; Visual discrimination,,,,,,,,,,,,dmedicine
NeuroImage,Disconfirmatory evidence integration; FMRI; Functional connectivity,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dengineering
Behavioural Brain Research,Acetylcholine; CHRNA4 rs1044396; Information processing; Nicotinic acetylcholine receptor; Response speed; Selective visual attention,,,,,,,,,,,,dengineering
Journal of Experimental Social Psychology,Affect; Fluency effect; Impression formation; Mood; Social judgement,,,,,,,,,,,,dsocial science
Research in Developmental Disabilities,Cognition; Meta-analysis; Reading disabilities,,,,,,,,,,,,dsocial science
Animal Cognition,Automation; Chicken; Controlled rearing; Gallus gallus; Movement recognition; Newborn,,,,,,,,,,,,d-lifescience
NeuroToxicology,Acute solvent neurotoxicity; Event-related potentials; Short-term exposure limits; Toluene; Visual attention,,,,,,,,,,,,dmedicine
"Attention, Perception, and Psychophysics",3-D perception; Space perception; Spatial cognition; Visual perception,,,,,,,,,,,,dmedicine
Consciousness and Cognition,Adaptation; Cognitive bias; Ecological rationality; Error management; Evolutionary psychology; Fallacies; Fast & frugal heuristics; Irrationality; Locus shifts,,,,,,,,,,,,dmedicine
Animal Cognition,Domestic chick; Number sense; Numerical cognition; Numerical discrimination; Proportion; Visual discrimination learning,,,,,,,,,,,,dmedicine
Learning and Motivation,Bumblebees; Carbon dioxide; Floral choice; Pattern recognition; Predation threat; Social cognition,,,,,,,,,,,,dengineering
Neuroscience,Adaptation effect; Faces; N170; Repeated items; Words,,,,,,,,,,,,dengineering
Addictive Behaviors,Alcohol; Attentional bias; Craving; Inhibition,,,,,,,,,,,,dengineering
Journal of Neuroscience Methods,Functional magnetic resonance imaging; Machine learning; Multivariate pattern analysis; Parallel computing,,,,,,,,,,,,dsocial science
Neuropsychopharmacology,,,,,,,,,,,,,dsocial science
Journal of Neurolinguistics,Abstract verb; Action verb; Dorsolateral prefrontal cortex; Lexical access; Motor cortex; Semantic processing,,,,,,,,,,,,d-lifescience
NeuroToxicology,Children; Neurobehavior; Organophosphates; Pesticides; Pyrethroids; Thailand,,,,,,,,,,,,dmedicine
Computers in Biology and Medicine,Blinks; Classification; Fixation; Microsaccades; Neural network; Saccades; Velocity threshold algorithm,,,,,,,,,,,,dmedicine
British Journal of Pharmacology,,,,,,,,,,,,,dmedicine
NeuroImage,Causality; FMRI; Knowledge representation; Learning; Mechanical systems,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Art; Beauty; Cognition; Culture; Emotion; Experimental aesthetics; Painting; Perception,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dengineering
BMC Neurology,Dynamic assessment; Eye tracking; Hemianopia; Longitudinal; Stroke; Walking,,,,,,,,,,,,dengineering
Frontiers in Integrative Neuroscience,Attention; Audiovisual; Bounce-stream; Cueing; Multisensory; Temporal,,,,,,,,,,,,dsocial science
Frontiers in Human Neuroscience,Action knowledge; Attention; Conceptual knowledge; Dual route; Semantic interference,,,,,,,,,,,,dsocial science
Journal of Neurophysiology,Cognition; Learning; Reward; Sequential; Skill,,,,,,,,,,,,d-lifescience
Frontiers in Computational Neuroscience,Acuity; Association cortex; Motion detection; Pattern recognition; Phase correlation; Saccades; Vision research; Visual illusions,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Access; Autism; Categorization; Consciousness; Consciousness; Disorders; Perceptual integration; Phenomenal; Spectrum,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Intensive Care Medicine,Cognition; Follow-up studies; Heart arrest; Neuropsychology; Pediatric,,,,,,,,,,,,dengineering
Experimental Brain Research,Empathy; Mental transformations; Personality traits; Perspective taking; Spatial memory; Virtual reality,,,,,,,,,,,,dengineering
Brain Topography,Graph theory; Magnetoencephalography; Resting state; Small worldness; Synchronization likelihood; Task state,,,,,,,,,,,,dengineering
ACS Chemical Neuroscience,Alzheimer's disease; amyloid; cognition; mouse models; oxidative stress; Vitamin C,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
International Journal of Human Computer Studies,3D; Cognitive style; Gender; Presence; Virtual Environment; Virtual Reality,,,,,,,,,,,,d-lifescience
Frontiers in Human Neuroscience,Cognitivism; Ecological approach; Gestalt theory; Perceptual illusions; Perceptual theories; Reality; Veridicality,,,,,,,,,,,,dmedicine
Alzheimer's Research and Therapy,,,,,,,,,,,,,dmedicine
eLife,,,,,,,,,,,,,dmedicine
Neuropsychiatric Disease and Treatment,Inferolateral; Neurocognitive deficits; Paramedian; Posterior; Social cognitive deficits; Thalamic stroke,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Cerebellum; Cognitive demands; Corticospinal tract; Diffusion tensor imaging; Motor cortex; Quiet standing; Tremor,,,,,,,,,,,,dengineering
NeuroImage,Caudate nucleus; Dopamine; FMRI; Genotyping; Learning; Vision,,,,,,,,,,,,dengineering
Neuroscience Letters,Alzheimer's disease; Dementia; Dual task; Postural adaptation; Postural sway; Visual search task,,,,,,,,,,,,dengineering
Biological Psychology,Binocular rivalry; Estradiol; Menstrual phase; Mental imagery; Progesterone; PTSD; Sex hormones; Visual imagery; Visual imagery; Visual working memory; Working memory,,,,,,,,,,,,dsocial science
NeuroImage,Category-specific responses; ECoG; High-frequency oscillations (HFOs); Intracranial recording; Pediatric epilepsy surgery; Ripples,,,,,,,,,,,,dsocial science
Aerospace medicine and human performance,,,,,,,,,,,,,d-lifescience
Physiology and Behavior,High-altitude; Hypoxic emergencies; Learning effects; Mild traumatic brain injury; Neurocognition; Oxygen deprivation,,,,,,,,,,,,dmedicine
International Journal of Developmental Neuroscience,Development; Infancy; NBAS; Neurobehavioral assessment; State; VEPs,,,,,,,,,,,,dmedicine
Cognition,Artwork; Awareness; Congruency; Embodied cognition; Expertise; Motor action,,,,,,,,,,,,dmedicine
Journal of Anxiety Disorders,Anxiety; Appraisal; Blood-injury-injection fears; Perceived control; Syncope; Vasovagal,,,,,,,,,,,,dmedicine
Neuropsychologia,Object recognition; Reading; Spatial processing; Word-length effect,,,,,,,,,,,,dengineering
Neuropsychologia,Anxiety; Defence; Goal; Goal oriented actions; Multisensory attention; Peripersonal space; Reaching space; Tool,,,,,,,,,,,,dengineering
Journal of Experimental Child Psychology,Bilingual; Cognitive processing; English language learner (ELL); Language acquisition; Reading; Working memory,,,,,,,,,,,,dengineering
Neuropsychologia,Cognitive control; ERP; Motivation; Proactive; Reactive; Reward,,,,,,,,,,,,dsocial science
International Journal of Science and Mathematics Education,CLASS; Classroom observational assessment; Expert–novice paradigm; Mobile eye tracking; Quality of feedback,,,,,,,,,,,,dsocial science
Epilepsy and Behavior,Apathy; Arousal; Emotional experience; Social cognition; Temporal lobe epilepsy,,,,,,,,,,,,d-lifescience
"Attention, Perception, and Psychophysics",Anticipatory eye movements; Predictive language processing; Spatial cueing; Visual world paradigm,,,,,,,,,,,,dmedicine
"Attention, Perception, and Psychophysics",Aging; Motor control; Spatial cognition,,,,,,,,,,,,dmedicine
Archives of Women's Mental Health,Cognitive function; Homocysteine; Postmenopausal women; The battery of computer tests—CNS-VS,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dengineering
Cell,,,,,,,,,,,,,dengineering
"Cognition, Technology and Work",Cognition; IT-based; Touch panel; Visual impairment,,,,,,,,,,,,dengineering
Proceedings of the National Academy of Sciences of the United States of America,Bias; Equality; Joint decision-making; Social cognition,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,d-lifescience
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Journal of Affective Disorders,Affective psychosis; Cognition; Depression; Neuropsychology; Psychosis,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dengineering
BMC Complementary and Alternative Medicine,A?1-40; Cognitive impairment; ERK/CaMKII/CREB signaling; Reward-directed instrumental learning; Tong Luo Jiu Nao,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dsocial science
Neuroscience Letters,Healthy subjects; Line bisection; Neglect simulation; Prism adaptation; Sensorimotor plasticity; Spatial cognition,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,d-lifescience
Behavioural Brain Research,Attention; BRAINnet; COMT; Dopamine; DRdengineering; Sex,,,,,,,,,,,,dmedicine
Behavioural Brain Research,Cognitive performance; Dawn simulation light; Sleep restriction,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Amygdala; Attention; Emotion; Emotion regulation; fMRI; PANAS; Positive affect,,,,,,,,,,,,dmedicine
Wiener Klinische Wochenschrift,Adaptive behaviour; Cognitive abilities; Daily living skills; Down syndrome; Vision problems,,,,,,,,,,,,dengineering
Frontiers in Human Neuroscience,Cognitive control; Color-word Stroop; Conflict adaptation; fMRI; V4; VWFA,,,,,,,,,,,,dengineering
Frontiers in Behavioral Neuroscience,Action selection; Basal ganglia; Biased competition; Dopamine; Dopamine function; Dual-process theory of dopamine function; Error processing; Performance monitoring,,,,,,,,,,,,dengineering
Neuropsychiatric Disease and Treatment,Elderly; Image-based rendering; Immersive environment; Memory; Reminiscence therapy; Virtual reality,,,,,,,,,,,,dsocial science
Journal of Affective Disorders,Bipolar disorder; Euthymia; Meta-analysis; Social cognition,,,,,,,,,,,,dsocial science
Cognition,Cognitive penetrability; Memory; Modularity; Morality; Perception; Top-down effects,,,,,,,,,,,,d-lifescience
Consciousness and Cognition,Blindsight; Feedback; Inter-areal synchrony; Oscillatory activity; Primary visual cortex (V1); Transcranial magnetic stimulation,,,,,,,,,,,,dmedicine
Behavior research methods,,,,,,,,,,,,,dmedicine
Hormones and Behavior,Adolescence; Anxiety; Bisphenol-A; Exploration; Memory; Spine density,,,,,,,,,,,,dmedicine
Research in Developmental Disabilities,Cognition; Developmental coordination disorder; Heart rate variability; Perception; Sample entropy,,,,,,,,,,,,dmedicine
Cortex,Dèjà-vù; Imaging; VBM,,,,,,,,,,,,dengineering
Acta Psychologica,Event-related potentials; Executive functions; Movement disorders; P3; Parkinson's disease (PD); Visual and auditory attention,,,,,,,,,,,,dengineering
Consciousness and Cognition,Awareness; Blindsight; Perception; The senses; Type-2 blindsight; Vision,,,,,,,,,,,,dengineering
Neuroscience Letters,Cognition; Major depressive disorder; Transcranial direct current stimulation; Working memory,,,,,,,,,,,,dsocial science
Acta Psychologica,Duration estimation; Event duration; Event memory; Reading; Retrospective time; Similarity,,,,,,,,,,,,dsocial science
Cortex,Electroencephalography; Gamma-aminobutyric acid; Impulse control disorders; Magnetic resonance spectroscopy; Neurofibromatosis type 1; Prefrontal cortex,,,,,,,,,,,,d-lifescience
Brain and Cognition,Handedness; Innate factors; Left fronto-parietal areas; Manual experience; Tool use pantomimes; Tools representation,,,,,,,,,,,,dmedicine
Cognition,Change detection; Event perception; Film perception; Spatial cognition; Working memory,,,,,,,,,,,,dmedicine
Cognition,Grounded cognition; Metaphor; Social categorization; Social cognition,,,,,,,,,,,,dmedicine
Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakológiai Egyesület lapja = official journal of the Hungarian Association of Psychopharmacology,,,,,,,,,,,,,dmedicine
Neuropsychologia,Attention; Binocular rivalry; Bistable perception; Cognitive flexibility; Novelty-seeking; Personality; Volitional control,,,,,,,,,,,,dengineering
Neurotoxicology and Teratology,Adolescence; Cocaine; FMRI; Graph theory; Illicit drugs; Prenatal drug exposure; Working memory,,,,,,,,,,,,dengineering
Science,,,,,,,,,,,,,dengineering
Frontiers in Behavioral Neuroscience,Anorexia nervosa; Food viewing; Functional magnetic resonance imaging; Recovery,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
Frontiers in Behavioral Neuroscience,Eye movements; Relatives; Saccades; Saccadic latencies; Schizophrenia; State marker,,,,,,,,,,,,d-lifescience
Frontiers in Integrative Neuroscience,Eye movements; Gravity; Internal representations; Manual interception; Visual motion extrapolation,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Animal Cognition,Causal reasoning; Inference by exclusion; M. mulatta; Macaca tonkeana; Papio hamadryas Anubis; Social complexity,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dengineering
Frontiers in Computational Neuroscience,HMAX; Müller-Lyer; Perception; Visual illusion; Visual system,,,,,,,,,,,,dengineering
Neurological Sciences,Cognitive assessment; Normative values; Visuoconstructional disorders; Visuospatial abilities,,,,,,,,,,,,dengineering
Alzheimer's Research and Therapy,,,,,,,,,,,,,dsocial science
Frontiers in Behavioral Neuroscience,Anxiety; Arc; Corticosterone; Elevated plus-maze; Environment; Immediate early-gene; Juvenile; Postnatal development,,,,,,,,,,,,dsocial science
Frontiers in Human Neuroscience,Capacity; Free recollection; Natural scenes; Objects; Salience; Visual; Working memory,,,,,,,,,,,,d-lifescience
Frontiers in Human Neuroscience,Deductive; Hemispheric specialization; Reasoning; Transitive inference,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
NeuroImage,Compensation; Intrinsic brain networks; Preterm birth; Preterm born adults; Selective attention; Theory of visual attention,,,,,,,,,,,,dmedicine
NeuroImage,Attention; FMRI; Lateral occipital complex; Multivariate pattern analysis; Object recognition,,,,,,,,,,,,dmedicine
NeuroImage,Alpha lateralization; Attention; Brain computer interface (BCI); Magnetoencephalography (MEG); Neurofeedback; Plasticity,,,,,,,,,,,,dengineering
Frontiers in Systems Neuroscience,Delay-period activity; Delayed-response task; Mnemonic scotoma; Prefrontal cortex; Spatial-information processing; Working memory,,,,,,,,,,,,dengineering
Proceedings of the Royal Society B: Biological Sciences,Chemical cues; Cognitive abilities; Multimodal sensory cues; Trade-offs; Visual cognition; Visual cues,,,,,,,,,,,,dengineering
Neural Networks,Conduction disturbance; Dementia with Lewy bodies; Object identity; Scene gist; Top-down facilitation; Visual hallucination,,,,,,,,,,,,dsocial science
Cognition,Moral cognition; Moral judgment; Morality,,,,,,,,,,,,dsocial science
Physiology and Behavior,Acute exercise; Attention; Breakfast glycaemic index; Visual search; Working memory; Youth,,,,,,,,,,,,d-lifescience
Epilepsy and Behavior,Dravet syndrome spectrum; Neuropsychological phenotype; SCN1A gene,,,,,,,,,,,,dmedicine
Behavioural Brain Research,Aging; FMRI; Selective attention; Sensory modality; Top-down modulation,,,,,,,,,,,,dmedicine
Infant Behavior and Development,12-month-old infants; 9-month-old infants; Attention direction; Biological motion,,,,,,,,,,,,dmedicine
Cognitive Psychology,Computational modeling; Figural analogies; Fluid reasoning; Gamma band; Reasoning ability; Theta band; Working memory,,,,,,,,,,,,dmedicine
Epilepsy and Behavior,Cognition; Epilepsy; Insula; Neuropsychology; Neurosurgery; Speech,,,,,,,,,,,,dengineering
